permutation,n_runs,estimate,contrast,cover_value
42,14,0.982331173014015,PF − SF[a],0.25
42,15,1.07535000966845,PF − SF[a],0.25
42,16,0.982331173014015,PF − SF[a],0.25
42,17,1.07535000966845,PF − SF[a],0.25
42,18,1.22380540534346,PF − SF[a],0.25
42,19,1.07535000966845,PF − SF[a],0.25
42,20,0.982331173014015,PF − SF[a],0.25
42,21,0.889312336359581,PF − SF[a],0.25
42,22,0.561576643185163,PF − SF[a],0.25
42,23,0.889312336359581,PF − SF[a],0.25
42,24,0.982331173014015,PF − SF[a],0.25
42,25,0.889312336359581,PF − SF[a],0.25
42,26,0.561576643185163,PF − SF[a],0.25
42,27,0.233840950010745,PF − SF[a],0.25
42,28,0.228096942309322,PF − SF[a],0.25
42,29,0.222352934607898,PF − SF[a],0.25
42,30,0.228096942309322,PF − SF[a],0.25
43,2,0.228096942309322,PF − SF[a],0.25
43,3,0.222352934607898,PF − SF[a],0.25
43,4,-0.110954091382837,PF − SF[a],0.25
43,5,-0.444261117373571,PF − SF[a],0.25
43,6,-0.990431151468556,PF − SF[a],0.25
43,7,-0.444261117373571,PF − SF[a],0.25
43,8,-0.990431151468556,PF − SF[a],0.25
43,9,-0.444261117373571,PF − SF[a],0.25
43,10,-0.990431151468556,PF − SF[a],0.25
43,11,-0.444261117373571,PF − SF[a],0.25
43,12,-0.147961884022379,PF − SF[a],0.25
43,13,0.148337349328813,PF − SF[a],0.25
43,14,0.0662423162702909,PF − SF[a],0.25
43,15,0.148337349328813,PF − SF[a],0.25
43,16,0.185345141968356,PF − SF[a],0.25
43,17,0.222352934607898,PF − SF[a],0.25
43,18,0.228096942309322,PF − SF[a],0.25
43,19,0.222352934607898,PF − SF[a],0.25
43,20,0.228096942309322,PF − SF[a],0.25
43,21,0.233840950010745,PF − SF[a],0.25
43,22,0.561576643185163,PF − SF[a],0.25
43,23,0.233840950010745,PF − SF[a],0.25
43,24,0.561576643185163,PF − SF[a],0.25
43,25,0.233840950010745,PF − SF[a],0.25
43,26,0.228096942309322,PF − SF[a],0.25
43,27,0.222352934607898,PF − SF[a],0.25
43,28,0.228096942309322,PF − SF[a],0.25
43,29,0.222352934607898,PF − SF[a],0.25
43,30,0.228096942309322,PF − SF[a],0.25
44,2,0.04775064574619,PF − SF[a],0.25
44,3,1.07535000966845,PF − SF[a],0.25
44,4,0.52974864644011,PF − SF[a],0.25
44,5,-0.0158527167882312,PF − SF[a],0.25
44,6,-0.776226951175886,PF − SF[a],0.25
44,7,-1.53660118556354,PF − SF[a],0.25
44,8,-0.776226951175886,PF − SF[a],0.25
44,9,-0.0158527167882312,PF − SF[a],0.25
44,10,0.436729809785675,PF − SF[a],0.25
44,11,0.889312336359581,PF − SF[a],0.25
44,12,0.436729809785675,PF − SF[a],0.25
44,13,0.889312336359581,PF − SF[a],0.25
44,14,0.982331173014015,PF − SF[a],0.25
44,15,0.889312336359581,PF − SF[a],0.25
44,16,0.982331173014015,PF − SF[a],0.25
44,17,1.07535000966845,PF − SF[a],0.25
44,18,1.22380540534346,PF − SF[a],0.25
44,19,1.37226080101846,PF − SF[a],0.25
44,20,1.22380540534346,PF − SF[a],0.25
44,21,1.07535000966845,PF − SF[a],0.25
44,22,0.982331173014015,PF − SF[a],0.25
44,23,0.889312336359581,PF − SF[a],0.25
44,24,0.982331173014015,PF − SF[a],0.25
44,25,0.889312336359581,PF − SF[a],0.25
44,26,0.982331173014015,PF − SF[a],0.25
44,27,0.889312336359581,PF − SF[a],0.25
44,28,0.55583263548374,PF − SF[a],0.25
44,29,0.222352934607898,PF − SF[a],0.25
44,30,0.228096942309322,PF − SF[a],0.25
45,2,-3.67798097739455,PF − SF[a],0.25
45,3,-2.56728069953124,PF − SF[a],0.25
45,4,-1.16671987476025,PF − SF[a],0.25
45,5,-0.764468572569967,PF − SF[a],0.25
45,6,-1.6658746360506,PF − SF[a],0.25
45,7,-0.764468572569967,PF − SF[a],0.25
45,8,-0.390160644679099,PF − SF[a],0.25
45,9,-0.764468572569967,PF − SF[a],0.25
45,10,-0.390160644679099,PF − SF[a],0.25
45,11,-0.0158527167882312,PF − SF[a],0.25
45,12,0.108994116611257,PF − SF[a],0.25
45,13,0.222352934607898,PF − SF[a],0.25
45,14,0.103250108909833,PF − SF[a],0.25
45,15,-0.0158527167882312,PF − SF[a],0.25
45,16,0.103250108909833,PF − SF[a],0.25
45,17,0.222352934607898,PF − SF[a],0.25
45,18,0.103250108909833,PF − SF[a],0.25
45,19,0.148337349328813,PF − SF[a],0.25
45,20,0.0662423162702909,PF − SF[a],0.25
45,21,0.148337349328813,PF − SF[a],0.25
45,22,0.185345141968356,PF − SF[a],0.25
45,23,0.148337349328813,PF − SF[a],0.25
45,24,0.0662423162702909,PF − SF[a],0.25
45,25,0.148337349328813,PF − SF[a],0.25
45,26,0.185345141968356,PF − SF[a],0.25
45,27,0.222352934607898,PF − SF[a],0.25
45,28,0.228096942309322,PF − SF[a],0.25
45,29,0.222352934607898,PF − SF[a],0.25
45,30,0.228096942309322,PF − SF[a],0.25
46,2,-1.44358240151496,PF − SF[a],0.25
46,3,-0.0158527167882312,PF − SF[a],0.25
46,4,1.66557230378203,PF − SF[a],0.25
46,5,-0.0158527167882312,PF − SF[a],0.25
46,6,0.0981501713927174,PF − SF[a],0.25
46,7,-0.0158527167882312,PF − SF[a],0.25
46,8,0.0981501713927174,PF − SF[a],0.25
46,9,0.212153059573666,PF − SF[a],0.25
46,10,0.0981501713927174,PF − SF[a],0.25
46,11,0.148337349328813,PF − SF[a],0.25
46,12,0.18024520445124,PF − SF[a],0.25
46,13,0.212153059573666,PF − SF[a],0.25
46,14,0.643751534621058,PF − SF[a],0.25
46,15,0.212153059573666,PF − SF[a],0.25
46,16,0.643751534621058,PF − SF[a],0.25
46,17,0.212153059573666,PF − SF[a],0.25
46,18,0.18024520445124,PF − SF[a],0.25
46,19,0.212153059573666,PF − SF[a],0.25
46,20,0.643751534621058,PF − SF[a],0.25
46,21,0.212153059573666,PF − SF[a],0.25
46,22,0.18024520445124,PF − SF[a],0.25
46,23,0.212153059573666,PF − SF[a],0.25
46,24,0.550732697966624,PF − SF[a],0.25
46,25,0.889312336359581,PF − SF[a],0.25
46,26,0.561576643185163,PF − SF[a],0.25
46,27,0.233840950010745,PF − SF[a],0.25
46,28,0.228096942309322,PF − SF[a],0.25
46,29,0.233840950010745,PF − SF[a],0.25
46,30,0.228096942309322,PF − SF[a],0.25
47,2,-2.3366074746657,PF − SF[a],0.25
47,3,0.222352934607898,PF − SF[a],0.25
47,4,1.6629108869688,PF − SF[a],0.25
47,5,0.222352934607898,PF − SF[a],0.25
47,6,0.185345141968356,PF − SF[a],0.25
47,7,0.222352934607898,PF − SF[a],0.25
47,8,0.185345141968356,PF − SF[a],0.25
47,9,0.148337349328813,PF − SF[a],0.25
47,10,0.185345141968356,PF − SF[a],0.25
47,11,0.222352934607898,PF − SF[a],0.25
47,12,0.185345141968356,PF − SF[a],0.25
47,13,0.222352934607898,PF − SF[a],0.25
47,14,0.185345141968356,PF − SF[a],0.25
47,15,0.222352934607898,PF − SF[a],0.25
47,16,0.648851472138174,PF − SF[a],0.25
47,17,1.07535000966845,PF − SF[a],0.25
47,18,1.22380540534346,PF − SF[a],0.25
47,19,1.07535000966845,PF − SF[a],0.25
47,20,0.648851472138174,PF − SF[a],0.25
47,21,0.222352934607898,PF − SF[a],0.25
47,22,0.55583263548374,PF − SF[a],0.25
47,23,0.889312336359581,PF − SF[a],0.25
47,24,0.561576643185163,PF − SF[a],0.25
47,25,0.889312336359581,PF − SF[a],0.25
47,26,0.561576643185163,PF − SF[a],0.25
47,27,0.233840950010745,PF − SF[a],0.25
47,28,0.228096942309322,PF − SF[a],0.25
47,29,0.222352934607898,PF − SF[a],0.25
47,30,0.228096942309322,PF − SF[a],0.25
48,2,-1.07189552877549,PF − SF[a],0.25
48,3,-2.35594411712464,PF − SF[a],0.25
48,4,-1.07189552877549,PF − SF[a],0.25
48,5,-2.35594411712464,PF − SF[a],0.25
48,6,-2.61362810168317,PF − SF[a],0.25
48,7,-2.35594411712464,PF − SF[a],0.25
48,8,-1.07189552877549,PF − SF[a],0.25
48,9,0.212153059573666,PF − SF[a],0.25
48,10,0.792206930296063,PF − SF[a],0.25
48,11,0.889312336359581,PF − SF[a],0.25
48,12,0.550732697966624,PF − SF[a],0.25
48,13,0.222352934607898,PF − SF[a],0.25
48,14,0.55583263548374,PF − SF[a],0.25
48,15,0.222352934607898,PF − SF[a],0.25
48,16,0.55583263548374,PF − SF[a],0.25
48,17,0.222352934607898,PF − SF[a],0.25
48,18,0.217252997090782,PF − SF[a],0.25
48,19,0.212153059573666,PF − SF[a],0.25
48,20,0.18024520445124,PF − SF[a],0.25
48,21,0.148337349328813,PF − SF[a],0.25
48,22,0.18024520445124,PF − SF[a],0.25
48,23,0.212153059573666,PF − SF[a],0.25
48,24,0.18024520445124,PF − SF[a],0.25
48,25,0.212153059573666,PF − SF[a],0.25
48,26,0.217252997090782,PF − SF[a],0.25
48,27,0.212153059573666,PF − SF[a],0.25
48,28,0.217252997090782,PF − SF[a],0.25
48,29,0.222352934607898,PF − SF[a],0.25
48,30,0.228096942309322,PF − SF[a],0.25
49,2,1.29126437589116,PF − SF[a],0.25
49,3,-0.764468572569967,PF − SF[a],0.25
49,4,-3.06636100858463,PF − SF[a],0.25
49,5,-0.764468572569967,PF − SF[a],0.25
49,6,0.062421881894807,PF − SF[a],0.25
49,7,0.889312336359581,PF − SF[a],0.25
49,8,0.982331173014015,PF − SF[a],0.25
49,9,0.889312336359581,PF − SF[a],0.25
49,10,0.062421881894807,PF − SF[a],0.25
49,11,0.889312336359581,PF − SF[a],0.25
49,12,0.062421881894807,PF − SF[a],0.25
49,13,0.889312336359581,PF − SF[a],0.25
49,14,0.561576643185163,PF − SF[a],0.25
49,15,0.233840950010745,PF − SF[a],0.25
49,16,-0.105210083681413,PF − SF[a],0.25
49,17,-0.444261117373571,PF − SF[a],0.25
49,18,-0.105210083681413,PF − SF[a],0.25
49,19,0.148337349328813,PF − SF[a],0.25
49,20,-0.147961884022379,PF − SF[a],0.25
49,21,0.148337349328813,PF − SF[a],0.25
49,22,0.191089149669779,PF − SF[a],0.25
49,23,0.148337349328813,PF − SF[a],0.25
49,24,0.191089149669779,PF − SF[a],0.25
49,25,0.222352934607898,PF − SF[a],0.25
49,26,0.228096942309322,PF − SF[a],0.25
49,27,0.222352934607898,PF − SF[a],0.25
49,28,0.217252997090782,PF − SF[a],0.25
49,29,0.222352934607898,PF − SF[a],0.25
49,30,0.228096942309322,PF − SF[a],0.25
50,2,-0.36169989219866,PF − SF[a],0.25
50,3,0.148337349328813,PF − SF[a],0.25
50,4,0.185345141968356,PF − SF[a],0.25
50,5,0.222352934607898,PF − SF[a],0.25
50,6,0.185345141968356,PF − SF[a],0.25
50,7,0.148337349328813,PF − SF[a],0.25
50,8,-0.147961884022379,PF − SF[a],0.25
50,9,0.148337349328813,PF − SF[a],0.25
50,10,-0.147961884022379,PF − SF[a],0.25
50,11,-0.444261117373571,PF − SF[a],0.25
50,12,-0.230056917080901,PF − SF[a],0.25
50,13,-0.444261117373571,PF − SF[a],0.25
50,14,-0.604364844971769,PF − SF[a],0.25
50,15,-0.444261117373571,PF − SF[a],0.25
50,16,-0.230056917080901,PF − SF[a],0.25
50,17,-0.0158527167882312,PF − SF[a],0.25
50,18,0.0662423162702909,PF − SF[a],0.25
50,19,0.148337349328813,PF − SF[a],0.25
50,20,0.18024520445124,PF − SF[a],0.25
50,21,0.212153059573666,PF − SF[a],0.25
50,22,0.18024520445124,PF − SF[a],0.25
50,23,0.148337349328813,PF − SF[a],0.25
50,24,0.18024520445124,PF − SF[a],0.25
50,25,0.212153059573666,PF − SF[a],0.25
50,26,0.217252997090782,PF − SF[a],0.25
50,27,0.222352934607898,PF − SF[a],0.25
50,28,0.228096942309322,PF − SF[a],0.25
50,29,0.233840950010745,PF − SF[a],0.25
50,30,0.228096942309322,PF − SF[a],0.25
51,2,-1.18589841695644,PF − SF[a],0.25
51,3,-0.0158527167882312,PF − SF[a],0.25
51,4,0.0662423162702909,PF − SF[a],0.25
51,5,-0.0158527167882312,PF − SF[a],0.25
51,6,0.0662423162702909,PF − SF[a],0.25
51,7,0.148337349328813,PF − SF[a],0.25
51,8,0.0662423162702909,PF − SF[a],0.25
51,9,-0.0158527167882312,PF − SF[a],0.25
51,10,0.0662423162702909,PF − SF[a],0.25
51,11,0.148337349328813,PF − SF[a],0.25
51,12,0.0662423162702909,PF − SF[a],0.25
51,13,-0.0158527167882312,PF − SF[a],0.25
51,14,0.0662423162702909,PF − SF[a],0.25
51,15,0.148337349328813,PF − SF[a],0.25
51,16,0.0662423162702909,PF − SF[a],0.25
51,17,0.148337349328813,PF − SF[a],0.25
51,18,0.18024520445124,PF − SF[a],0.25
51,19,0.148337349328813,PF − SF[a],0.25
51,20,0.18024520445124,PF − SF[a],0.25
51,21,0.148337349328813,PF − SF[a],0.25
51,22,0.18024520445124,PF − SF[a],0.25
51,23,0.212153059573666,PF − SF[a],0.25
51,24,0.18024520445124,PF − SF[a],0.25
51,25,0.212153059573666,PF − SF[a],0.25
51,26,0.217252997090782,PF − SF[a],0.25
51,27,0.222352934607898,PF − SF[a],0.25
51,28,0.228096942309322,PF − SF[a],0.25
51,29,0.222352934607898,PF − SF[a],0.25
51,30,0.228096942309322,PF − SF[a],0.25
52,2,-0.230056917080901,PF − SF[a],0.25
52,3,-0.444261117373571,PF − SF[a],0.25
52,4,-0.230056917080901,PF − SF[a],0.25
52,5,-0.444261117373571,PF − SF[a],0.25
52,6,-0.230056917080901,PF − SF[a],0.25
52,7,-0.0158527167882312,PF − SF[a],0.25
52,8,0.52974864644011,PF − SF[a],0.25
52,9,1.07535000966845,PF − SF[a],0.25
52,10,1.22380540534346,PF − SF[a],0.25
52,11,1.07535000966845,PF − SF[a],0.25
52,12,0.654595479839598,PF − SF[a],0.25
52,13,1.07535000966845,PF − SF[a],0.25
52,14,1.22380540534346,PF − SF[a],0.25
52,15,1.37226080101846,PF − SF[a],0.25
52,16,1.22380540534346,PF − SF[a],0.25
52,17,1.37226080101846,PF − SF[a],0.25
52,18,1.22380540534346,PF − SF[a],0.25
52,19,1.37226080101846,PF − SF[a],0.25
52,20,1.22380540534346,PF − SF[a],0.25
52,21,1.07535000966845,PF − SF[a],0.25
52,22,0.654595479839598,PF − SF[a],0.25
52,23,1.07535000966845,PF − SF[a],0.25
52,24,0.982331173014015,PF − SF[a],0.25
52,25,1.07535000966845,PF − SF[a],0.25
52,26,0.982331173014015,PF − SF[a],0.25
52,27,0.889312336359581,PF − SF[a],0.25
52,28,0.561576643185163,PF − SF[a],0.25
52,29,0.233840950010745,PF − SF[a],0.25
52,30,0.228096942309322,PF − SF[a],0.25
53,2,1.45136810348936,PF − SF[a],0.25
53,3,3.10346883932971,PF − SF[a],0.25
53,4,1.32960386097807,PF − SF[a],0.25
53,5,2.89066233775475,PF − SF[a],0.25
53,6,1.22320061019059,PF − SF[a],0.25
53,7,2.89066233775475,PF − SF[a],0.25
53,8,2.26138240740534,PF − SF[a],0.25
53,9,1.63210247705592,PF − SF[a],0.25
53,10,1.26070740670775,PF − SF[a],0.25
53,11,1.63210247705592,PF − SF[a],0.25
53,12,2.26138240740534,PF − SF[a],0.25
53,13,1.63210247705592,PF − SF[a],0.25
53,14,1.35372624336219,PF − SF[a],0.25
53,15,1.63210247705592,PF − SF[a],0.25
53,16,1.35372624336219,PF − SF[a],0.25
53,17,1.63210247705592,PF − SF[a],0.25
53,18,1.35372624336219,PF − SF[a],0.25
53,19,1.07535000966845,PF − SF[a],0.25
53,20,0.982331173014015,PF − SF[a],0.25
53,21,1.07535000966845,PF − SF[a],0.25
53,22,1.22380540534346,PF − SF[a],0.25
53,23,1.07535000966845,PF − SF[a],0.25
53,24,0.982331173014015,PF − SF[a],0.25
53,25,0.889312336359581,PF − SF[a],0.25
53,26,0.982331173014015,PF − SF[a],0.25
53,27,0.889312336359581,PF − SF[a],0.25
53,28,0.561576643185163,PF − SF[a],0.25
53,29,0.233840950010745,PF − SF[a],0.25
53,30,0.228096942309322,PF − SF[a],0.25
54,2,-1.10380338389791,PF − SF[a],0.25
54,3,-2.35594411712464,PF − SF[a],0.25
54,4,-2.46161240832794,PF − SF[a],0.25
54,5,-2.35594411712464,PF − SF[a],0.25
54,6,-1.10380338389791,PF − SF[a],0.25
54,7,-0.444261117373571,PF − SF[a],0.25
54,8,-0.147961884022379,PF − SF[a],0.25
54,9,0.148337349328813,PF − SF[a],0.25
54,10,0.18024520445124,PF − SF[a],0.25
54,11,0.212153059573666,PF − SF[a],0.25
54,12,0.550732697966624,PF − SF[a],0.25
54,13,0.889312336359581,PF − SF[a],0.25
54,14,0.561576643185163,PF − SF[a],0.25
54,15,0.889312336359581,PF − SF[a],0.25
54,16,1.13078656868902,PF − SF[a],0.25
54,17,0.889312336359581,PF − SF[a],0.25
54,18,0.561576643185163,PF − SF[a],0.25
54,19,0.233840950010745,PF − SF[a],0.25
54,20,0.222997004792206,PF − SF[a],0.25
54,21,0.233840950010745,PF − SF[a],0.25
54,22,0.228096942309322,PF − SF[a],0.25
54,23,0.222352934607898,PF − SF[a],0.25
54,24,0.217252997090782,PF − SF[a],0.25
54,25,0.212153059573666,PF − SF[a],0.25
54,26,0.217252997090782,PF − SF[a],0.25
54,27,0.222352934607898,PF − SF[a],0.25
54,28,0.217252997090782,PF − SF[a],0.25
54,29,0.222352934607898,PF − SF[a],0.25
54,30,0.228096942309322,PF − SF[a],0.25
55,2,2.08940942449908,PF − SF[a],0.25
55,3,1.07535000966845,PF − SF[a],0.25
55,4,1.35372624336219,PF − SF[a],0.25
55,5,1.07535000966845,PF − SF[a],0.25
55,6,1.35372624336219,PF − SF[a],0.25
55,7,1.07535000966845,PF − SF[a],0.25
55,8,0.643751534621058,PF − SF[a],0.25
55,9,0.222352934607898,PF − SF[a],0.25
55,10,0.648851472138174,PF − SF[a],0.25
55,11,0.222352934607898,PF − SF[a],0.25
55,12,0.648851472138174,PF − SF[a],0.25
55,13,1.07535000966845,PF − SF[a],0.25
55,14,1.35372624336219,PF − SF[a],0.25
55,15,1.07535000966845,PF − SF[a],0.25
55,16,1.22380540534346,PF − SF[a],0.25
55,17,1.07535000966845,PF − SF[a],0.25
55,18,0.982331173014015,PF − SF[a],0.25
55,19,1.07535000966845,PF − SF[a],0.25
55,20,1.22380540534346,PF − SF[a],0.25
55,21,1.37226080101846,PF − SF[a],0.25
55,22,1.22380540534346,PF − SF[a],0.25
55,23,1.37226080101846,PF − SF[a],0.25
55,24,1.22380540534346,PF − SF[a],0.25
55,25,1.07535000966845,PF − SF[a],0.25
55,26,0.982331173014015,PF − SF[a],0.25
55,27,0.889312336359581,PF − SF[a],0.25
55,28,0.561576643185163,PF − SF[a],0.25
55,29,0.233840950010745,PF − SF[a],0.25
55,30,0.228096942309322,PF − SF[a],0.25
56,2,2.87906976132194,PF − SF[a],0.25
56,3,0.222352934607898,PF − SF[a],0.25
56,4,0.185345141968356,PF − SF[a],0.25
56,5,0.222352934607898,PF − SF[a],0.25
56,6,0.185345141968356,PF − SF[a],0.25
56,7,0.222352934607898,PF − SF[a],0.25
56,8,0.228096942309322,PF − SF[a],0.25
56,9,0.233840950010745,PF − SF[a],0.25
56,10,0.932971713533333,PF − SF[a],0.25
56,11,0.233840950010745,PF − SF[a],0.25
56,12,0.228096942309322,PF − SF[a],0.25
56,13,0.222352934607898,PF − SF[a],0.25
56,14,0.228096942309322,PF − SF[a],0.25
56,15,0.222352934607898,PF − SF[a],0.25
56,16,0.185345141968356,PF − SF[a],0.25
56,17,0.222352934607898,PF − SF[a],0.25
56,18,0.228096942309322,PF − SF[a],0.25
56,19,0.233840950010745,PF − SF[a],0.25
56,20,0.228096942309322,PF − SF[a],0.25
56,21,0.233840950010745,PF − SF[a],0.25
56,22,0.803050875514603,PF − SF[a],0.25
56,23,0.233840950010745,PF − SF[a],0.25
56,24,0.228096942309322,PF − SF[a],0.25
56,25,0.222352934607898,PF − SF[a],0.25
56,26,0.228096942309322,PF − SF[a],0.25
56,27,0.222352934607898,PF − SF[a],0.25
56,28,0.228096942309322,PF − SF[a],0.25
56,29,0.233840950010745,PF − SF[a],0.25
56,30,0.228096942309322,PF − SF[a],0.25
57,2,-0.619604804592885,PF − SF[a],0.25
57,3,1.63210247705592,PF − SF[a],0.25
57,4,-0.619604804592885,PF − SF[a],0.25
57,5,0.889312336359581,PF − SF[a],0.25
57,6,1.13078656868902,PF − SF[a],0.25
57,7,0.889312336359581,PF − SF[a],0.25
57,8,1.13078656868902,PF − SF[a],0.25
57,9,0.889312336359581,PF − SF[a],0.25
57,10,1.13078656868902,PF − SF[a],0.25
57,11,0.889312336359581,PF − SF[a],0.25
57,12,0.561576643185163,PF − SF[a],0.25
57,13,0.889312336359581,PF − SF[a],0.25
57,14,1.13078656868902,PF − SF[a],0.25
57,15,1.37226080101846,PF − SF[a],0.25
57,16,1.50218163903719,PF − SF[a],0.25
57,17,1.37226080101846,PF − SF[a],0.25
57,18,1.22380540534346,PF − SF[a],0.25
57,19,1.07535000966845,PF − SF[a],0.25
57,20,1.22380540534346,PF − SF[a],0.25
57,21,1.07535000966845,PF − SF[a],0.25
57,22,0.982331173014015,PF − SF[a],0.25
57,23,0.889312336359581,PF − SF[a],0.25
57,24,0.982331173014015,PF − SF[a],0.25
57,25,0.889312336359581,PF − SF[a],0.25
57,26,0.561576643185163,PF − SF[a],0.25
57,27,0.233840950010745,PF − SF[a],0.25
57,28,0.228096942309322,PF − SF[a],0.25
57,29,0.233840950010745,PF − SF[a],0.25
57,30,0.228096942309322,PF − SF[a],0.25
58,2,2.7011566315648,PF − SF[a],0.25
58,3,4.22617006498058,PF − SF[a],0.25
58,4,2.65076003732452,PF − SF[a],0.25
58,5,1.07535000966845,PF − SF[a],0.25
58,6,0.982331173014015,PF − SF[a],0.25
58,7,0.889312336359581,PF − SF[a],0.25
58,8,0.561576643185163,PF − SF[a],0.25
58,9,0.233840950010745,PF − SF[a],0.25
58,10,0.191089149669779,PF − SF[a],0.25
58,11,0.233840950010745,PF − SF[a],0.25
58,12,0.561576643185163,PF − SF[a],0.25
58,13,0.889312336359581,PF − SF[a],0.25
58,14,0.982331173014015,PF − SF[a],0.25
58,15,1.07535000966845,PF − SF[a],0.25
58,16,0.982331173014015,PF − SF[a],0.25
58,17,0.889312336359581,PF − SF[a],0.25
58,18,0.982331173014015,PF − SF[a],0.25
58,19,1.07535000966845,PF − SF[a],0.25
58,20,0.982331173014015,PF − SF[a],0.25
58,21,1.07535000966845,PF − SF[a],0.25
58,22,0.982331173014015,PF − SF[a],0.25
58,23,0.889312336359581,PF − SF[a],0.25
58,24,0.982331173014015,PF − SF[a],0.25
58,25,1.07535000966845,PF − SF[a],0.25
58,26,0.982331173014015,PF − SF[a],0.25
58,27,0.889312336359581,PF − SF[a],0.25
58,28,0.561576643185163,PF − SF[a],0.25
58,29,0.233840950010745,PF − SF[a],0.25
58,30,0.228096942309322,PF − SF[a],0.25
59,2,-0.337832870775855,PF − SF[a],0.25
59,3,-2.35594411712464,PF − SF[a],0.25
59,4,-1.07189552877549,PF − SF[a],0.25
59,5,0.212153059573666,PF − SF[a],0.25
59,6,-1.07189552877549,PF − SF[a],0.25
59,7,-2.35594411712464,PF − SF[a],0.25
59,8,-1.40010261724911,PF − SF[a],0.25
59,9,-0.444261117373571,PF − SF[a],0.25
59,10,-1.40010261724911,PF − SF[a],0.25
59,11,-2.35594411712464,PF − SF[a],0.25
59,12,-1.40010261724911,PF − SF[a],0.25
59,13,-0.444261117373571,PF − SF[a],0.25
59,14,-0.147961884022379,PF − SF[a],0.25
59,15,0.148337349328813,PF − SF[a],0.25
59,16,0.18024520445124,PF − SF[a],0.25
59,17,0.212153059573666,PF − SF[a],0.25
59,18,0.18024520445124,PF − SF[a],0.25
59,19,0.212153059573666,PF − SF[a],0.25
59,20,0.18024520445124,PF − SF[a],0.25
59,21,0.212153059573666,PF − SF[a],0.25
59,22,0.18024520445124,PF − SF[a],0.25
59,23,0.148337349328813,PF − SF[a],0.25
59,24,0.0662423162702909,PF − SF[a],0.25
59,25,0.148337349328813,PF − SF[a],0.25
59,26,0.18024520445124,PF − SF[a],0.25
59,27,0.212153059573666,PF − SF[a],0.25
59,28,0.217252997090782,PF − SF[a],0.25
59,29,0.222352934607898,PF − SF[a],0.25
59,30,0.228096942309322,PF − SF[a],0.25
60,2,-4.55847435536657,PF − SF[a],0.25
60,3,-3.74869526613384,PF − SF[a],0.25
60,4,-4.32213157503657,PF − SF[a],0.25
60,5,-3.74869526613384,PF − SF[a],0.25
60,6,-3.15798798283254,PF − SF[a],0.25
60,7,-2.56728069953124,PF − SF[a],0.25
60,8,-1.50577090845241,PF − SF[a],0.25
60,9,-0.444261117373571,PF − SF[a],0.25
60,10,-0.116054028899953,PF − SF[a],0.25
60,11,0.212153059573666,PF − SF[a],0.25
60,12,0.222997004792206,PF − SF[a],0.25
60,13,0.212153059573666,PF − SF[a],0.25
60,14,0.222997004792206,PF − SF[a],0.25
60,15,0.212153059573666,PF − SF[a],0.25
60,16,0.222997004792206,PF − SF[a],0.25
60,17,0.212153059573666,PF − SF[a],0.25
60,18,0.222997004792206,PF − SF[a],0.25
60,19,0.222352934607898,PF − SF[a],0.25
60,20,0.228096942309322,PF − SF[a],0.25
60,21,0.233840950010745,PF − SF[a],0.25
60,22,0.561576643185163,PF − SF[a],0.25
60,23,0.889312336359581,PF − SF[a],0.25
60,24,0.561576643185163,PF − SF[a],0.25
60,25,0.889312336359581,PF − SF[a],0.25
60,26,0.561576643185163,PF − SF[a],0.25
60,27,0.233840950010745,PF − SF[a],0.25
60,28,0.228096942309322,PF − SF[a],0.25
60,29,0.233840950010745,PF − SF[a],0.25
60,30,0.228096942309322,PF − SF[a],0.25
61,2,-0.230625587947545,PF − SF[a],0.25
61,3,-0.444261117373571,PF − SF[a],0.25
61,4,-0.990431151468556,PF − SF[a],0.25
61,5,-1.53660118556354,PF − SF[a],0.25
61,6,-0.990431151468556,PF − SF[a],0.25
61,7,-0.444261117373571,PF − SF[a],0.25
61,8,-0.147961884022379,PF − SF[a],0.25
61,9,0.148337349328813,PF − SF[a],0.25
61,10,0.518824842844197,PF − SF[a],0.25
61,11,0.148337349328813,PF − SF[a],0.25
61,12,0.518824842844197,PF − SF[a],0.25
61,13,0.889312336359581,PF − SF[a],0.25
61,14,0.550732697966624,PF − SF[a],0.25
61,15,0.212153059573666,PF − SF[a],0.25
61,16,0.18024520445124,PF − SF[a],0.25
61,17,0.148337349328813,PF − SF[a],0.25
61,18,0.18024520445124,PF − SF[a],0.25
61,19,0.148337349328813,PF − SF[a],0.25
61,20,0.18024520445124,PF − SF[a],0.25
61,21,0.212153059573666,PF − SF[a],0.25
61,22,0.217252997090782,PF − SF[a],0.25
61,23,0.212153059573666,PF − SF[a],0.25
61,24,0.18024520445124,PF − SF[a],0.25
61,25,0.212153059573666,PF − SF[a],0.25
61,26,0.217252997090782,PF − SF[a],0.25
61,27,0.222352934607898,PF − SF[a],0.25
61,28,0.228096942309322,PF − SF[a],0.25
61,29,0.233840950010745,PF − SF[a],0.25
61,30,0.228096942309322,PF − SF[a],0.25
62,2,-2.37361526730524,PF − SF[a],0.25
62,3,0.148337349328813,PF − SF[a],0.25
62,4,0.185345141968356,PF − SF[a],0.25
62,5,0.222352934607898,PF − SF[a],0.25
62,6,1.55650763618132,PF − SF[a],0.25
62,7,0.222352934607898,PF − SF[a],0.25
62,8,1.55650763618132,PF − SF[a],0.25
62,9,0.222352934607898,PF − SF[a],0.25
