region;response;contrast_type;frac_plot;frac_bin;stage;median;lower;upper;n_runs
CBA;Prec;Spatially adjusted;0,757551;;SF[i];-3,76871528621473;-8,41325363034139;1,32488338490481;30
CBA;Prec;Spatially adjusted;0,757551;;SF[a];5,34847336611347;1,59484300013223;10,5778013777346;30
CBA;Prec;Spatially adjusted;0,777755;;SF[e];8,04812890137418;5,02951519800609;12,4104256887513;30
CBA;Prec;Spatially adjusted;0,777755;;SF[i];-4,4608118345784;-8,30313082821824;-0,0518510571425182;30
CBA;Prec;Spatially adjusted;0,777755;;SF[a];4,74082223839651;1,27289390457038;9,76054810474318;30
CBA;Prec;Spatially adjusted;0,797959;;SF[e];9,74162210152576;7,08501719846805;12,5678528544325;30
CBA;Prec;Spatially adjusted;0,797959;;SF[i];-5,15579661376501;-8,55770136612195;-1,28743132974613;30
CBA;Prec;Spatially adjusted;0,797959;;SF[a];4,16645259766756;1,02618868490483;8,83364147100078;30
CBA;Prec;Spatially adjusted;0,818163;;SF[e];10,996574091821;8,80945305788623;13,3349782553756;30
CBA;Prec;Spatially adjusted;0,818163;;SF[i];-6,15126767591141;-9,09647316978115;-2,95972441825792;30
CBA;Prec;Spatially adjusted;0,818163;;SF[a];3,56953993824118;0,516317520397649;7,80704996384902;30
CBA;Prec;Spatially adjusted;0,838367;;SF[e];12,3049994323899;9,50492157020024;14,9191788387002;30
CBA;Prec;Spatially adjusted;0,838367;;SF[i];-7,05683991431215;-9,63908213499057;-3,38677968035353;30
CBA;Prec;Spatially adjusted;0,838367;;SF[a];3,03955974503993;-0,015851616842872;6,69074207062762;30
CBA;Prec;Spatially adjusted;0,858571;;SF[e];14,3432777174537;9,45918134751478;17,4129664085832;30
CBA;Prec;Spatially adjusted;0,858571;;SF[i];-7,85163440482984;-10,0192129727072;-4,32971078072912;30
CBA;Prec;Spatially adjusted;0,858571;;SF[a];1,92460457110451;-0,555468436317857;5,49468627867901;30
CBA;Prec;Spatially adjusted;0,878776;;SF[e];15,502300786794;9,39632799488306;20,153360513919;30
CBA;Prec;Spatially adjusted;0,878776;;SF[i];-8,74052913778792;-11,2142958487823;-5,33643146403043;30
CBA;Prec;Spatially adjusted;0,878776;;SF[a];0,872082884359998;-1,45979595013207;4,22885107534338;30
CBA;Prec;Spatially adjusted;0,89898;;SF[e];16,6917611615609;9,31880624515505;23,2958077918639;30
CBA;Prec;Spatially adjusted;0,89898;;SF[i];-9,51175183207556;-13,3563239718038;-5,34223411308765;30
CBA;Prec;Spatially adjusted;0,89898;;SF[a];0,21114786899102;-2,64399212558988;3,44091061843442;30
CBA;Prec;Spatially adjusted;0,919184;;SF[e];18,4247119187062;9,22906083118025;26,5741137751231;30
CBA;Prec;Spatially adjusted;0,919184;;SF[i];-10,2628710409033;-15,5415317962154;-5,07884265241701;30
CBA;Prec;Spatially adjusted;0,919184;;SF[a];-0,501001820701731;-3,85956450539741;2,94065715496488;30
CBA;Prec;Spatially adjusted;0,939388;;SF[e];20,4741685538436;9,12953648580771;29,933508105057;30
CBA;Prec;Spatially adjusted;0,939388;;SF[i];-11,3146798638211;-17,7777165343635;-4,80641515812884;30
CBA;Prec;Spatially adjusted;0,939388;;SF[a];-1,17173670529201;-5,29290645623819;2,47254750722449;30
CBA;Prec;Spatially adjusted;0,959592;;SF[e];22,4876970224446;9,02267794188732;33,3537186949959;30
CBA;Prec;Spatially adjusted;0,959592;;SF[i];-12,2234509500675;-20,0521339578139;-4,533563392245;30
CBA;Prec;Spatially adjusted;0,959592;;SF[a];-1,68527682436457;-6,83878194551599;2,15757104574703;30
CBA;Prec;Spatially adjusted;0,979796;;SF[e];24,3802988290241;8,91092993226766;36,8144734582731;30
CBA;Prec;Spatially adjusted;0,979796;;SF[i];-13,236717890218;-22,3520398381324;-4,55934421832262;30
CBA;Prec;Spatially adjusted;0,979796;;SF[a];-2,58371815425994;-8,53106719811425;2,09758755323644;30
CBA;Prec;Spatially adjusted;1;;SF[e];26,2840131743294;8,79673718979916;40,2955003082184;30
CBA;Prec;Spatially adjusted;1;;SF[i];-14,1064716700787;-24,6646899468851;-4,58536235069639;30
