response,response_label,unit,permutation,n_runs,estimate,contrast,cover_value,cover_label,final_estimate,estimate_centered
Prec,Precipitation,mm,4,20,1.30572369856873,PF - SF[e],0.25,25% cover,1.39245086560322,-0.0867271670344949
Prec,Precipitation,mm,4,21,1.26543322995485,PF - SF[e],0.25,25% cover,1.39245086560322,-0.12701763564837
Prec,Precipitation,mm,4,22,1.30572369856873,PF - SF[e],0.25,25% cover,1.39245086560322,-0.0867271670344949
Prec,Precipitation,mm,4,23,1.26543322995485,PF - SF[e],0.25,25% cover,1.39245086560322,-0.12701763564837
Prec,Precipitation,mm,4,24,1.00262982020865,PF - SF[e],0.25,25% cover,1.39245086560322,-0.389821045394567
Prec,Precipitation,mm,4,25,1.26543322995485,PF - SF[e],0.25,25% cover,1.39245086560322,-0.12701763564837
Prec,Precipitation,mm,4,26,1.30572369856873,PF - SF[e],0.25,25% cover,1.39245086560322,-0.0867271670344949
Prec,Precipitation,mm,4,27,1.3460141671826,PF - SF[e],0.25,25% cover,1.39245086560322,-0.0464366984206199
Prec,Precipitation,mm,4,28,1.39245086560322,PF - SF[e],0.25,25% cover,1.39245086560322,0
Prec,Precipitation,mm,4,29,1.43888756402384,PF - SF[e],0.25,25% cover,1.39245086560322,0.0464366984206202
Prec,Precipitation,mm,4,30,1.39245086560322,PF - SF[e],0.25,25% cover,1.39245086560322,0
Prec,Precipitation,mm,5,2,-3.3762287820465,PF - SF[e],0.25,25% cover,1.39245086560322,-4.76867964764972
Prec,Precipitation,mm,5,3,-1.4823306249184,PF - SF[e],0.25,25% cover,1.39245086560322,-2.87478149052162
Prec,Precipitation,mm,5,4,-3.3762287820465,PF - SF[e],0.25,25% cover,1.39245086560322,-4.76867964764972
Prec,Precipitation,mm,5,5,-1.4823306249184,PF - SF[e],0.25,25% cover,1.39245086560322,-2.87478149052162
Prec,Precipitation,mm,5,6,-0.759547685225241,PF - SF[e],0.25,25% cover,1.39245086560322,-2.15199855082846
Prec,Precipitation,mm,5,7,-0.0367647455320821,PF - SF[e],0.25,25% cover,1.39245086560322,-1.4292156111353
Prec,Precipitation,mm,5,8,0.269666150280046,PF - SF[e],0.25,25% cover,1.39245086560322,-1.12278471532317
Prec,Precipitation,mm,5,9,0.575402067737286,PF - SF[e],0.25,25% cover,1.39245086560322,-0.817048797865934
