region;response;contrast_type;frac_plot;frac_bin;stage;median;lower;upper;n_runs
SBA;Prec;Spatially adjusted;0,757551;;SF[e];-8,9383835498312;-14,6464553711969;-1,24387350992553;30
SBA;Prec;Spatially adjusted;0,757551;;SF[i];-8,63733139826536;-14,1109827963821;-2,60256659762611;30
SBA;Prec;Spatially adjusted;0,757551;;SF[a];-0,610849282742947;-6,49199249178061;5,04227716113026;30
SBA;Prec;Spatially adjusted;0,777755;;SF[e];-12,1609101511946;-17,904568357748;-4,07251142926223;30
SBA;Prec;Spatially adjusted;0,777755;;SF[i];-10,2254358894893;-14,8805081218963;-4,05890122730273;30
SBA;Prec;Spatially adjusted;0,777755;;SF[a];-1,13380105435863;-6,78682947937252;4,45424270895436;30
SBA;Prec;Spatially adjusted;0,797959;;SF[e];-15,5711619667685;-21,4798362826917;-7,17853154923537;30
SBA;Prec;Spatially adjusted;0,797959;;SF[i];-11,6767888863681;-16,0403027354046;-5,6909027578624;30
SBA;Prec;Spatially adjusted;0,797959;;SF[a];-1,84092508781055;-6,97527838692609;3,91349722805995;30
SBA;Prec;Spatially adjusted;0,818163;;SF[e];-19,0964980243701;-25,2314381314587;-10,5367173061512;30
SBA;Prec;Spatially adjusted;0,818163;;SF[i];-13,4601320156203;-17,447163729967;-7,48260147104292;30
SBA;Prec;Spatially adjusted;0,818163;;SF[a];-2,5233753812546;-7,06701085808135;3,31749418861129;30
SBA;Prec;Spatially adjusted;0,838367;;SF[e];-22,9346386274198;-29,1417405116662;-14,1218521363149;30
SBA;Prec;Spatially adjusted;0,838367;;SF[i];-15,3613634235977;-18,9154236473989;-9,41802764858234;30
SBA;Prec;Spatially adjusted;0,838367;;SF[a];-3,17915661108828;-7,72437313813297;3,08847991635256;30
SBA;Prec;Spatially adjusted;0,858571;;SF[e];-26,6308241750697;-33,1931100309322;-17,5497073097151;30
SBA;Prec;Spatially adjusted;0,858571;;SF[i];-16,8643700377892;-20,6539726371228;-11,2618737571551;30
SBA;Prec;Spatially adjusted;0,858571;;SF[a];-3,96291947726002;-9,1333312828517;3,73532564127627;30
SBA;Prec;Spatially adjusted;0,878776;;SF[e];-30,5421305021978;-37,3533780296568;-20,7350878262289;30
SBA;Prec;Spatially adjusted;0,878776;;SF[i];-18,3496290913373;-22,7303672506059;-13,3270795757655;30
SBA;Prec;Spatially adjusted;0,878776;;SF[a];-4,76375545528549;-10,6610423431332;4,41821238401973;30
SBA;Prec;Spatially adjusted;0,89898;;SF[e];-35,0175777031802;-41,5675381359154;-24,3706414180404;30
SBA;Prec;Spatially adjusted;0,89898;;SF[i];-20,134101965274;-24,8629787694239;-15,3837611446224;30
SBA;Prec;Spatially adjusted;0,89898;;SF[a];-5,56143300800989;-12,2232624735393;5,13199142775142;30
SBA;Prec;Spatially adjusted;0,919184;;SF[e];-38,8121644071623;-45,8693858411244;-27,6220786916732;30
SBA;Prec;Spatially adjusted;0,919184;;SF[i];-21,7422956752722;-27,0095747820687;-17,3058845118973;30
SBA;Prec;Spatially adjusted;0,919184;;SF[a];-6,06048547632259;-13,8142401623826;5,81542731401609;30
SBA;Prec;Spatially adjusted;0,939388;;SF[e];-42,6729350799636;-50,2413836254941;-30,1562041983161;30
SBA;Prec;Spatially adjusted;0,939388;;SF[i];-23,4910577352852;-29,1587355613951;-19,0046690553763;30
SBA;Prec;Spatially adjusted;0,939388;;SF[a];-5,98000820103585;-15,4282238979755;6,24649180139219;30
SBA;Prec;Spatially adjusted;0,959592;;SF[e];-46,8541600562007;-54,9839471960493;-32,4865970199044;30
SBA;Prec;Spatially adjusted;0,959592;;SF[i];-24,8667527707786;-31,337678949771;-20,6265778703935;30
SBA;Prec;Spatially adjusted;0,959592;;SF[a];-6,13673367369848;-17,1425107594693;6,68760945890914;30
SBA;Prec;Spatially adjusted;0,979796;;SF[e];-51,4785245134372;-59,8233348860296;-34,8330821074128;30
SBA;Prec;Spatially adjusted;0,979796;;SF[i];-26,4103049164716;-33,5364774108465;-21,6446150081187;30
SBA;Prec;Spatially adjusted;0,979796;;SF[a];-6,61089382320802;-19,0995481654338;7,13542922985326;30
SBA;Prec;Spatially adjusted;1;;SF[e];-56,1262723297248;-65,3263419194684;-37,1876133278809;30
SBA;Prec;Spatially adjusted;1;;SF[i];-28,7807218599882;-36,0097064897213;-22,6650216591448;30
SBA;Prec;Spatially adjusted;1;;SF[a];-7,72687512362154;-21,0649809111724;7,58660005751088;30
SBA;Prec;Current landscape;1;0–5;SF[e];43,2250328724618;8,97900850919977;85,8469798430612;30
SBA;Prec;Current landscape;1;0–5;SF[i];54,1463288636793;24,7365955738513;94,0392441592625;30
SBA;Prec;Current landscape;1;0–5;SF[a];25,5958611934383;-11,9164987518222;63,0339552744243;30
SBA;Prec;Current landscape;2;5–10;SF[e];8,11294295214407;-19,3306874757162;54,5645571390287;30
SBA;Prec;Current landscape;2;5–10;SF[i];29,8225114596033;-6,85947070366501;78,3181173540879;30
SBA;Prec;Current landscape;2;5–10;SF[a];0,198764795511921;-37,1833051902581;47,8339949375637;30
SBA;Prec;Current landscape;3;10–15;SF[e];34,7922366819344;-3,95079851348557;74,2628523156853;30
SBA;Prec;Current landscape;3;10–15;SF[i];61,9050562864559;22,794361182997;96,98473043776;30
SBA;Prec;Current landscape;3;10–15;SF[a];31,8575229011337;-8,55402391660305;76,4299603119749;30
SBA;Prec;Current landscape;4;15–20;SF[e];26,1667741666896;-18,1363712736223;77,4693005238976;30
SBA;Prec;Current landscape;4;15–20;SF[i];62,1265480387136;17,5859375184005;112,98172653183;30
SBA;Prec;Current landscape;4;15–20;SF[a];37,2691445054932;-5,79931058860474;93,0008380214719;30
SBA;Prec;Current landscape;5;20–25;SF[e];17,6583222834332;-28,3292293226397;84,3710743998881;30
SBA;Prec;Current landscape;5;20–25;SF[i];34,3403565352931;-1,58268209516772;85,0973168701072;30
SBA;Prec;Current landscape;5;20–25;SF[a];28,1180129693685;-9,98284339153634;78,3292879364745;30
SBA;Prec;Current landscape;6;25–30;SF[e];37,5053975606369;-8,42557023912761;75,1603878979348;30
SBA;Prec;Current landscape;6;25–30;SF[i];66,4234284692032;9,86789255612884;93,7438004944961;30
SBA;Prec;Current landscape;6;25–30;SF[a];35,3069255010768;-7,2096688566157;73,0697908593952;30
SBA;Prec;Current landscape;7;30–35;SF[e];56,1758463755182;-0,574109582321274;90,6129064369797;30
SBA;Prec;Current landscape;7;30–35;SF[i];77,8528660861281;27,8090057447759;132,225459801182;30
SBA;Prec;Current landscape;7;30–35;SF[a];45,7484079364888;7,08534166368012;106,540144355457;30
SBA;Prec;Current landscape;8;35–40;SF[e];40,3404987083629;-12,8135048702568;82,1132405570262;30
SBA;Prec;Current landscape;8;35–40;SF[i];80,9566199964267;34,4809812070403;133,645779873213;30
SBA;Prec;Current landscape;8;35–40;SF[a];58,6711609129539;13,2741658779685;134,474902171283;30
SBA;Prec;Current landscape;9;40–45;SF[e];13,1874708614889;-7,40980518298594;77,4135032308282;30
SBA;Prec;Current landscape;9;40–45;SF[i];61,6941991361248;19,4302440250249;114,870141620327;30
SBA;Prec;Current landscape;9;40–45;SF[a];43,1233287748946;-5,32074687982276;95,3076577001465;30
SBA;Prec;Current landscape;10;45–50;SF[e];38,2894780568571;-7,54331176574096;90,5043770683292;30
SBA;Prec;Current landscape;10;45–50;SF[i];76,5106252980465;42,4172270938674;122,483852155598;30
SBA;Prec;Current landscape;10;45–50;SF[a];56,3756625214485;1,90238354348307;123,342142202044;30
SBA;Prec;Current landscape;11;50–55;SF[e];34,2432869879874;-9,61588381008171;76,9736453015625;30
SBA;Prec;Current landscape;11;50–55;SF[i];77,3299904335313;20,7493865425298;113,570532646159;30
SBA;Prec;Current landscape;11;50–55;SF[a];53,6255354112093;-19,7007683061958;91,0933215474365;30
SBA;Prec;Current landscape;12;55–60;SF[e];61,4672845181488;21,020446941187;96,0154744354492;30
SBA;Prec;Current landscape;12;55–60;SF[i];89,1161184226143;65,835626649646;118,444073140961;30
SBA;Prec;Current landscape;12;55–60;SF[a];70,646398930719;39,8432191728628;106,842594140428;30
SBA;Prec;Current landscape;13;60–65;SF[e];53,5183113867034;-2,06074442777562;93,8917347589627;30
SBA;Prec;Current landscape;13;60–65;SF[i];113,658522834589;70,3576457503305;148,638915900468;30
SBA;Prec;Current landscape;13;60–65;SF[a];99,0177943461273;62,900020834939;150,632234729591;30
SBA;Prec;Current landscape;14;65–70;SF[e];49,4653550363811;-25,6827361197604;103,493980094979;30
SBA;Prec;Current landscape;14;65–70;SF[i];121,760512398584;70,2020802763194;177,990999716291;30
SBA;Prec;Current landscape;14;65–70;SF[a];104,327176793209;54,0694576947432;155,031446147347;30
SBA;Prec;Current landscape;15;70–75;SF[e];53,5553765573463;12,4933631950309;99,101744404759;30
SBA;Prec;Current landscape;15;70–75;SF[i];119,896962283073;84,94307504072;154,491895456059;30
SBA;Prec;Current landscape;15;70–75;SF[a];97,8480621273178;43,3565582702174;145,488515012553;30
SBA;Prec;Current landscape;16;75–80;SF[e];38,9926882968915;-0,769721074125074;96,546894995319;30
SBA;Prec;Current landscape;16;75–80;SF[i];119,741555056148;83,3736430418535;153,948585459006;30
SBA;Prec;Current landscape;16;75–80;SF[a];114,504768683522;65,8864767838125;160,147250209861;30
SBA;Prec;Current landscape;17;80–85;SF[e];40,0280410393511;-16,6230511149088;79,6899911217964;30
SBA;Prec;Current landscape;17;80–85;SF[i];112,028572997604;65,134933568487;149,794317495535;30
SBA;Prec;Current landscape;17;80–85;SF[a];96,9093514563275;46,6444594954016;127,524041066574;30
SBA;Prec;Current landscape;18;85–90;SF[e];26,0339177764171;-23,8336421001813;75,2573669198888;30
SBA;Prec;Current landscape;18;85–90;SF[i];94,84866860976;45,3966626843961;128,623772503468;30
SBA;Prec;Current landscape;18;85–90;SF[a];85,3435004468986;44,0625354940399;134,357665560992;30
SBA;Prec;Current landscape;19;90–95;SF[e];19,1322746740802;-42,2408643913825;75,6086704074942;30
SBA;Prec;Current landscape;19;90–95;SF[i];92,4150878986256;48,61166996452;139,041492960666;30
SBA;Prec;Current landscape;19;90–95;SF[a];101,810326766162;62,4212711986253;136,884521154278;30
SBA;Prec;Current landscape;20;95–100;SF[e];125,596214181161;68,7295604445027;192,002332088316;30
SBA;Prec;Current landscape;20;95–100;SF[i];194,659486315181;169,865282891728;226,870039751672;30
SBA;Prec;Current landscape;20;95–100;SF[a];152,499545905232;123,993427859991;185,494241896449;30
